pickupArea,Percentage
1,0.19
2,0.04
3,1.04
4,0.11
5,0.07
6,1.71
7,0.41
8,7.34
9,0.04
10,0.07
11,0.07
12,0.0
13,0.0
14,0.04
15,0.11
16,0.15
17,0.11
18,0.07
19,0.19
20,0.04
21,0.04
22,0.33
23,0.89
24,0.7
25,1.15
26,0.37
27,0.67
28,9.68
29,1.22
30,0.52
31,0.48
32,9.46
33,3.6
34,1.48
35,1.08
36,0.15
37,0.7
38,0.74
39,0.63
40,0.56
41,3.12
42,1.26
43,3.26
44,2.37
45,1.19
46,3.12
47,1.56
48,2.56
49,4.49
50,1.37
51,8.42
52,0.3
53,1.3
54,1.34
55,0.7
56,2.6
57,0.0
58,0.04
59,0.0
60,0.37
61,0.48
62,0.11
63,0.07
64,0.07
65,0.63
66,0.63
67,1.08
68,1.34
69,2.71
70,1.37
71,0.93
72,0.48
73,1.04
74,0.15
75,0.74
76,2.26
77,0.3
