dropArea,Percentage
1,2.91
2,0.62
3,1.35
4,0.16
5,0.68
6,1.04
7,0.78
8,17.4
9,0.0
10,0.1
11,0.0
12,0.1
13,0.05
14,0.0
15,0.05
16,0.31
17,0.0
18,0.05
19,0.1
20,0.1
21,0.21
22,0.52
23,1.4
24,1.82
25,1.87
26,0.42
27,1.04
28,6.23
29,0.68
30,0.62
31,0.83
32,7.69
33,3.06
34,1.4
35,1.04
36,0.31
37,0.52
38,1.04
39,0.47
40,0.47
41,0.99
42,3.01
43,1.19
44,1.66
45,0.31
46,0.57
47,0.1
48,0.21
49,1.3
50,0.42
51,0.88
52,0.0
53,0.47
54,0.42
55,0.05
56,2.44
57,0.16
58,0.57
59,0.42
60,0.1
61,1.09
62,0.52
63,1.09
64,0.62
65,1.19
66,5.82
67,2.91
68,2.7
69,2.03
70,2.75
71,1.87
72,0.73
73,1.14
74,0.31
75,0.83
76,0.73
77,0.94
