pickupArea,Percentage
1,0.58
2,0.47
3,1.99
4,0.38
5,0.11
6,1.48
7,0.62
8,8.75
9,0.0
10,0.02
11,0.02
12,0.0
13,0.04
14,0.05
15,0.06
16,0.11
17,0.04
18,0.02
19,0.1
20,0.02
21,0.06
22,0.3
23,0.48
24,1.56
25,1.45
26,0.28
27,0.49
28,17.83
29,0.91
30,0.43
31,0.52
32,7.59
33,3.31
34,2.14
35,2.36
36,0.41
37,0.42
38,1.57
39,1.2
40,0.98
41,2.72
42,1.29
43,1.98
44,2.13
45,0.2
46,0.38
47,0.62
48,0.59
49,4.8
50,1.97
51,1.35
52,0.07
53,1.89
54,0.35
55,0.21
56,1.98
57,0.02
58,0.14
59,0.09
60,0.69
61,0.41
62,0.46
63,0.09
64,0.01
65,0.25
66,0.31
67,0.43
68,1.05
69,1.67
70,0.4
71,0.68
72,0.57
73,1.31
74,0.15
75,0.88
76,1.35
77,0.46
78,6.92
