dropArea,Percentage
1,0.11
2,0.44
3,0.4
4,0.18
5,0.13
6,0.6
7,0.33
8,4.02
9,0.0
10,0.02
11,0.02
12,0.02
13,0.02
14,0.09
15,0.13
16,1.18
17,0.04
18,0.0
19,0.11
20,0.02
21,0.2
22,0.31
23,0.04
24,0.64
25,0.09
26,0.07
27,0.36
28,3.82
29,0.11
30,0.31
31,1.62
32,2.82
33,2.47
34,0.8
35,2.82
36,0.09
37,0.16
38,0.36
39,0.18
40,0.0
41,0.22
42,0.04
43,0.02
44,0.07
45,0.0
46,0.04
47,0.02
48,0.0
49,0.16
50,0.09
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.6
57,0.16
58,3.18
59,59.85
60,1.84
61,0.71
62,0.09
63,0.31
64,0.0
65,0.13
66,0.18
67,0.16
68,0.07
69,0.09
70,0.36
71,0.11
72,0.02
73,0.11
74,0.02
75,0.02
76,1.67
77,0.24
78,3.27
