dropArea,Percentage
1,0.15
2,0.12
3,0.46
4,0.25
5,0.23
6,1.67
7,1.26
8,13.28
9,0.01
10,0.1
11,0.47
12,0.03
13,0.04
14,0.11
15,0.13
16,0.19
17,0.01
18,0.01
19,0.12
20,0.05
21,0.23
22,0.87
23,0.1
24,3.05
25,0.36
26,0.23
27,0.19
28,9.84
29,0.19
30,0.47
31,1.61
32,12.61
33,8.68
34,16.15
35,2.24
36,0.57
37,0.57
38,0.74
39,0.49
40,0.36
41,0.94
42,0.48
43,0.57
44,0.72
45,0.09
46,0.42
47,0.02
48,0.13
49,1.26
50,0.28
51,0.29
52,0.04
53,0.17
54,0.08
55,0.01
56,1.81
57,0.04
58,0.25
59,0.51
60,2.35
61,0.39
62,0.07
63,0.57
64,0.13
65,0.08
66,0.22
67,0.41
68,0.68
69,0.99
70,0.09
71,0.37
72,0.09
73,0.31
74,0.03
75,0.23
76,2.65
77,0.26
78,3.7
