pickupArea,Percentage
1,0.82
2,0.19
3,0.48
4,0.19
5,0.07
6,0.53
7,0.31
8,8.53
9,0.0
10,0.02
11,0.02
12,0.0
13,0.05
14,0.1
15,0.05
16,0.07
17,0.0
18,0.0
19,0.0
20,0.0
21,0.02
22,0.15
23,0.22
24,0.68
25,0.63
26,0.51
27,0.19
28,8.55
29,0.65
30,0.19
31,0.27
32,6.13
33,2.59
34,0.29
35,1.07
36,0.41
37,0.27
38,2.66
39,0.53
40,0.24
41,2.42
42,1.26
43,3.46
44,1.04
45,0.34
46,0.94
47,0.46
48,0.31
49,1.38
50,0.24
51,1.33
52,0.07
53,0.87
54,0.05
55,0.19
56,21.0
57,0.1
58,0.19
59,0.39
60,0.22
61,0.48
62,0.17
63,0.19
64,0.17
65,0.8
66,1.28
67,0.44
68,1.38
69,0.65
70,4.09
71,2.33
72,0.94
73,1.5
74,0.24
75,0.36
76,4.34
77,0.34
78,6.3
