dropArea,Percentage
1,0.6
2,0.53
3,0.98
4,0.83
5,1.21
6,4.15
7,5.06
8,28.78
9,0.0
10,0.3
11,0.08
12,0.15
13,0.08
14,0.6
15,0.3
16,0.68
17,0.15
18,0.0
19,0.38
20,0.23
21,1.13
22,6.34
23,1.59
24,18.28
25,0.08
26,0.0
27,0.23
28,9.29
29,0.08
30,0.0
31,0.83
32,11.71
33,1.21
34,0.15
35,0.0
36,0.0
37,0.0
38,0.08
39,0.08
40,0.0
41,0.15
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.08
57,0.0
58,0.0
59,0.08
60,0.6
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.08
67,0.0
68,0.08
69,0.0
70,0.0
71,0.0
72,0.08
73,0.0
74,0.0
75,0.0
76,2.19
77,0.53
