dropArea,Percentage
1,0.25
2,1.49
3,0.25
4,0.0
5,0.0
6,0.75
7,1.99
8,10.2
9,0.0
10,0.25
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.25
18,0.0
19,0.0
20,0.0
21,0.0
22,0.25
23,0.25
24,0.5
25,1.49
26,0.0
27,0.0
28,5.72
29,0.25
30,0.0
31,0.5
32,9.7
33,2.24
34,0.0
35,2.24
36,1.74
37,0.5
38,10.2
39,1.99
40,0.0
41,4.23
42,3.73
43,6.22
44,2.74
45,1.24
46,3.98
47,0.25
48,2.24
49,1.49
50,0.25
51,0.75
52,0.5
53,0.5
54,0.0
55,0.0
56,1.24
57,0.0
58,0.25
59,2.24
60,0.0
61,0.5
62,0.0
63,0.25
64,0.0
65,0.0
66,0.5
67,3.23
68,1.49
69,1.74
70,0.5
71,1.0
72,0.75
73,0.5
74,0.0
75,1.99
76,2.74
77,0.0
