pickupArea,Percentage
1,1.19
2,0.3
3,1.19
4,0.19
5,0.1
6,2.1
7,0.4
8,10.3
9,0.02
10,0.03
11,0.07
12,0.0
13,0.09
14,0.05
15,0.05
16,0.1
17,0.05
18,0.03
19,0.03
20,0.0
21,0.02
22,0.63
23,1.57
24,0.65
25,1.31
26,0.12
27,1.14
28,15.96
29,0.84
30,0.3
31,0.3
32,11.38
33,3.23
34,0.89
35,2.15
36,0.96
37,0.28
38,1.57
39,0.87
40,0.59
41,3.01
42,1.17
43,1.31
44,1.91
45,0.21
46,0.45
47,1.61
48,0.51
49,0.51
50,0.35
51,0.49
52,0.12
53,0.89
54,0.17
55,0.05
56,5.18
57,0.09
58,0.03
59,0.09
60,0.12
61,1.35
62,0.4
63,0.03
64,0.14
65,0.17
66,0.63
67,0.47
68,1.08
69,0.98
70,1.24
71,3.67
72,0.56
73,1.07
74,0.09
75,0.42
76,2.57
77,0.87
78,4.88
