dropArea,Percentage
1,0.0
2,0.26
3,0.26
4,0.0
5,0.0
6,0.26
7,0.0
8,2.32
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.26
22,0.0
23,0.0
24,1.03
25,0.0
26,0.26
27,0.0
28,5.93
29,0.52
30,0.26
31,3.09
32,10.31
33,3.87
34,1.55
35,0.77
36,0.0
37,0.26
38,1.03
39,0.0
40,2.06
41,6.44
42,1.03
43,1.55
44,3.35
45,0.26
46,0.52
47,0.52
48,0.77
49,3.87
50,2.32
51,4.38
52,1.03
53,0.52
54,0.26
55,2.32
56,0.0
57,0.26
58,0.26
59,0.0
60,0.26
61,0.0
62,0.0
63,0.26
64,0.26
65,0.26
66,0.26
67,0.52
68,1.8
69,22.42
70,0.26
71,0.26
72,0.26
73,1.03
74,0.0
75,0.26
76,0.0
77,0.26
78,7.73
