pickupArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.19
7,0.0
8,4.76
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,2.38
25,0.0
26,0.0
27,0.0
28,10.71
29,0.0
30,0.0
31,0.0
32,9.52
33,0.0
34,0.0
35,2.38
36,0.0
37,0.0
38,4.76
39,4.76
40,2.38
41,8.33
42,3.57
43,8.33
44,4.76
45,2.38
46,2.38
47,0.0
48,5.95
49,3.57
50,1.19
51,1.19
52,0.0
53,0.0
54,0.0
55,0.0
56,7.14
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,1.19
68,1.19
69,2.38
70,0.0
71,1.19
72,0.0
73,0.0
74,0.0
75,0.0
76,2.38
77,0.0
