dropArea,Percentage
1,0.58
2,1.92
3,2.69
4,2.52
5,3.26
6,8.87
7,2.62
8,7.17
9,0.06
10,0.44
11,0.98
12,0.35
13,0.89
14,3.88
15,2.75
16,9.2
17,0.48
18,0.17
19,3.33
20,2.21
21,14.66
22,6.69
23,1.51
24,4.72
25,0.49
26,0.14
27,0.2
28,3.51
29,0.13
30,0.61
31,0.28
32,3.26
33,0.4
34,0.14
35,0.07
36,0.05
37,0.03
38,0.07
39,0.08
40,0.03
41,0.12
42,0.03
43,0.09
44,0.05
45,0.01
46,0.04
47,0.0
48,0.0
49,0.03
50,0.0
51,0.01
52,0.0
53,0.01
54,0.01
55,0.01
56,0.65
57,0.01
58,0.11
59,0.08
60,0.09
61,0.08
62,0.0
63,0.03
64,0.03
65,0.01
66,0.04
67,0.02
68,0.09
69,0.05
70,0.01
71,0.01
72,0.01
73,0.04
74,0.0
75,0.02
76,5.96
77,0.85
