dropArea,Percentage
1,0.17
2,0.17
3,0.35
4,0.17
5,0.0
6,0.17
7,0.17
8,9.76
9,0.0
10,0.17
11,0.17
12,0.0
13,0.0
14,0.0
15,0.17
16,0.35
17,0.0
18,0.0
19,0.0
20,0.0
21,0.17
22,0.35
23,0.35
24,0.87
25,0.87
26,0.52
27,4.18
28,15.85
29,0.17
30,0.35
31,1.92
32,7.32
33,5.92
34,3.31
35,2.09
36,0.87
37,1.05
38,0.7
39,0.35
40,1.92
41,3.66
42,2.79
43,2.26
44,1.22
45,1.05
46,3.83
47,0.0
48,0.87
49,1.05
50,0.35
51,1.39
52,4.01
53,0.17
54,0.0
55,0.0
56,1.22
57,0.0
58,0.0
59,0.0
60,0.17
61,0.0
62,0.17
63,0.0
64,0.0
65,0.0
66,0.17
67,0.0
68,0.35
69,3.31
70,0.52
71,1.22
72,0.17
73,1.74
74,0.0
75,0.17
76,0.0
77,0.52
78,6.62
