dropArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,3.23
9,0.54
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.54
24,0.54
25,0.0
26,0.0
27,0.54
28,18.28
29,0.54
30,0.0
31,0.0
32,2.15
33,1.08
34,0.0
35,2.69
36,0.54
37,0.0
38,1.08
39,2.15
40,2.15
41,2.15
42,18.28
43,0.54
44,3.76
45,0.54
46,0.54
47,1.08
48,3.23
49,3.23
50,2.15
51,0.54
52,0.0
53,4.3
54,0.54
55,0.0
56,3.23
57,0.0
58,0.54
59,0.0
60,0.0
61,1.61
62,0.0
63,0.0
64,0.0
65,0.54
66,0.0
67,0.54
68,1.08
69,2.15
70,0.0
71,3.23
72,1.08
73,1.61
74,0.0
75,1.08
76,0.54
77,0.0
78,5.91
