pickupArea,Percentage
1,0.07
2,0.04
3,0.21
4,0.04
5,0.05
6,1.07
7,0.88
8,30.33
9,0.0
10,0.02
11,0.05
12,0.01
13,0.01
14,0.05
15,0.03
16,0.06
17,0.03
18,0.01
19,0.02
20,0.02
21,0.04
22,0.14
23,0.03
24,0.76
25,0.08
26,0.02
27,0.06
28,14.82
29,0.04
30,0.02
31,0.08
32,40.03
33,2.4
34,0.1
35,0.16
36,0.02
37,0.01
38,0.07
39,0.11
40,0.02
41,0.21
42,0.03
43,0.09
44,0.07
45,0.02
46,0.03
47,0.01
48,0.02
49,0.06
50,0.01
51,0.02
52,0.01
53,0.04
54,0.01
55,0.0
56,1.24
57,0.0
58,0.01
59,0.01
60,0.03
61,0.02
62,0.0
63,0.01
64,0.0
65,0.0
66,0.01
67,0.01
68,0.02
69,0.05
70,0.02
71,0.06
72,0.0
73,0.04
74,0.0
75,0.02
76,4.74
77,0.15
78,0.94
