dropArea,Percentage
1,0.61
2,1.01
3,1.69
4,1.19
5,1.76
6,2.37
7,1.3
8,6.34
9,0.15
10,1.4
11,1.58
12,0.24
13,0.46
14,3.73
15,8.22
16,6.75
17,2.04
18,1.1
19,14.78
20,2.35
21,4.43
22,6.78
23,3.23
24,3.27
25,3.53
26,0.28
27,0.57
28,4.82
29,0.22
30,0.53
31,0.31
32,3.34
33,0.37
34,0.15
35,0.24
36,0.06
37,0.24
38,0.06
39,0.06
40,0.04
41,0.15
42,0.09
43,0.07
44,0.18
45,0.04
46,0.09
47,0.02
48,0.04
49,0.15
50,0.06
51,0.09
52,0.02
53,0.0
54,0.0
55,0.0
56,0.61
57,0.04
58,0.15
59,0.06
60,0.06
61,0.15
62,0.07
63,0.0
64,0.02
65,0.0
66,0.04
67,0.31
68,0.42
69,0.29
70,0.0
71,0.04
72,0.02
73,0.11
74,0.02
75,0.64
76,3.64
77,0.75
