pickupArea,Percentage
1,0.92
2,0.22
3,1.67
4,0.39
5,0.09
6,1.99
7,1.19
8,15.23
9,0.0
10,0.06
11,0.04
12,0.01
13,0.07
14,0.07
15,0.11
16,0.12
17,0.19
18,0.04
19,0.03
20,0.0
21,0.1
22,0.14
23,0.6
24,0.68
25,0.75
26,0.24
27,0.39
28,11.8
29,0.94
30,0.25
31,0.33
32,17.12
33,5.01
34,0.58
35,2.92
36,0.39
37,0.13
38,1.13
39,1.61
40,0.35
41,6.43
42,2.21
43,7.39
44,1.35
45,0.57
46,1.55
47,0.19
48,0.77
49,0.4
50,0.28
51,0.46
52,0.1
53,0.31
54,0.03
55,0.08
56,2.89
57,0.12
58,0.04
59,0.01
60,0.14
61,0.31
62,0.04
63,0.01
64,0.01
65,0.07
66,0.17
67,0.28
68,0.29
69,1.12
70,0.38
71,0.3
72,0.12
73,0.16
74,0.0
75,0.24
76,2.95
77,0.35
