dropArea,Percentage
1,0.11
2,0.34
3,0.68
4,0.11
5,0.56
6,2.48
7,2.59
8,19.39
9,0.0
10,0.0
11,0.11
12,0.0
13,0.0
14,0.11
15,0.23
16,0.45
17,0.0
18,0.0
19,0.23
20,0.11
21,0.34
22,1.01
23,0.34
24,3.16
25,0.45
26,0.11
27,0.34
28,5.19
29,0.9
30,0.68
31,0.34
32,10.15
33,2.71
34,0.23
35,1.01
36,0.34
37,0.23
38,0.9
39,1.13
40,0.56
41,1.92
42,0.45
43,0.68
44,0.9
45,0.34
46,0.11
47,0.0
48,0.23
49,4.17
50,0.23
51,0.34
52,0.0
53,0.0
54,0.0
55,0.0
56,9.92
57,2.37
58,1.35
59,0.34
60,0.56
61,1.24
62,2.48
63,1.58
64,0.34
65,1.35
66,1.01
67,0.34
68,1.24
69,1.47
70,0.79
71,2.59
72,0.45
73,0.56
74,0.0
75,0.11
76,2.25
77,0.68
