pickupArea,Percentage
1,0.79
2,0.59
3,0.91
4,0.47
5,0.38
6,3.74
7,2.37
8,16.68
9,0.02
10,0.23
11,0.32
12,0.05
13,0.11
14,1.35
15,0.72
16,1.49
17,0.1
18,0.23
19,1.05
20,0.64
21,1.32
22,5.81
23,4.29
24,14.48
25,1.15
26,0.26
27,0.58
28,8.58
29,0.51
30,0.17
31,0.38
32,12.38
33,0.96
34,0.08
35,0.18
36,0.06
37,0.03
38,0.18
39,0.05
40,0.13
41,0.21
42,0.27
43,0.25
44,0.18
45,0.01
46,0.11
47,0.01
48,0.22
49,0.17
50,0.01
51,0.11
52,0.01
53,0.11
54,0.02
55,0.0
56,2.13
57,0.03
58,0.06
59,0.01
60,0.07
61,0.09
62,0.02
63,0.05
64,0.02
65,0.01
66,0.16
67,0.17
68,0.26
69,0.27
70,0.05
71,0.43
72,0.0
73,0.11
74,0.0
75,0.03
76,7.74
77,0.7
78,2.08
