pickupArea,Percentage
1,0.89
2,0.21
3,1.62
4,0.37
5,0.09
6,1.92
7,1.15
8,14.7
9,0.0
10,0.06
11,0.04
12,0.01
13,0.06
14,0.07
15,0.11
16,0.11
17,0.18
18,0.04
19,0.03
20,0.0
21,0.09
22,0.14
23,0.57
24,0.66
25,0.73
26,0.23
27,0.38
28,11.39
29,0.91
30,0.24
31,0.32
32,16.53
33,4.84
34,0.56
35,2.82
36,0.37
37,0.13
38,1.09
39,1.56
40,0.34
41,6.2
42,2.13
43,7.13
44,1.3
45,0.55
46,1.49
47,0.18
48,0.75
49,0.39
50,0.27
51,0.45
52,0.09
53,0.3
54,0.03
55,0.08
56,2.79
57,0.11
58,0.04
59,0.01
60,0.14
61,0.3
62,0.04
63,0.01
64,0.01
65,0.07
66,0.17
67,0.27
68,0.28
69,1.08
70,0.37
71,0.29
72,0.11
73,0.15
74,0.0
75,0.23
76,2.84
77,0.34
78,3.48
