pickupArea,Percentage
1,0.02
2,0.02
3,0.15
4,0.02
5,0.05
6,1.8
7,1.91
8,31.02
9,0.0
10,0.01
11,0.01
12,0.0
13,0.0
14,0.07
15,0.0
16,0.03
17,0.0
18,0.0
19,0.01
20,0.01
21,0.06
22,0.94
23,0.09
24,3.71
25,0.02
26,0.0
27,0.01
28,17.19
29,0.01
30,0.01
31,0.07
32,25.16
33,1.31
34,0.15
35,0.05
36,0.0
37,0.01
38,0.0
39,0.0
40,0.0
41,0.1
42,0.0
43,0.01
44,0.01
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,5.96
57,0.0
58,0.0
59,0.0
60,0.02
61,0.01
62,0.0
63,0.0
64,0.01
65,0.0
66,0.0
67,0.0
68,0.01
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,9.56
77,0.14
78,0.24
