pickupArea,Percentage
1,3.04
2,2.14
3,3.38
4,1.91
5,0.11
6,2.59
7,1.13
8,9.23
9,0.0
10,0.45
11,0.45
12,0.0
13,0.68
14,5.29
15,0.11
16,0.56
17,0.11
18,0.0
19,0.0
20,0.0
21,0.11
22,0.23
23,0.0
24,0.23
25,0.0
26,0.0
27,0.0
28,5.07
29,0.0
30,0.11
31,0.11
32,9.8
33,1.8
34,0.0
35,0.11
36,0.0
37,0.0
38,0.0
39,0.11
40,0.0
41,0.23
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,4.28
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,40.65
77,5.97
