pickupArea,Percentage
1,0.15
2,0.0
3,0.15
4,0.0
5,0.0
6,0.59
7,0.44
8,13.02
9,0.0
10,0.0
11,0.3
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.15
22,0.15
23,0.0
24,0.59
25,0.3
26,0.44
27,0.0
28,12.57
29,0.59
30,0.44
31,0.15
32,13.46
33,1.18
34,0.3
35,0.59
36,0.0
37,0.15
38,0.44
39,0.15
40,1.18
41,3.11
42,1.63
43,3.11
44,15.24
45,0.15
46,0.74
47,0.59
48,0.44
49,1.92
50,1.33
51,0.89
52,0.0
53,0.0
54,0.15
55,1.92
56,2.37
57,0.0
58,0.0
59,0.0
60,0.0
61,0.15
62,0.0
63,0.15
64,1.18
65,0.0
66,0.15
67,0.15
68,0.44
69,2.51
70,0.15
71,1.18
72,0.44
73,0.89
74,0.0
75,0.15
76,2.07
77,0.0
78,9.32
