dropArea,Percentage
1,0.07
2,0.05
3,0.47
4,0.17
5,0.34
6,2.26
7,3.16
8,33.33
9,0.01
10,0.04
11,0.04
12,0.02
13,0.0
14,0.09
15,0.06
16,0.23
17,0.01
18,0.0
19,0.02
20,0.03
21,0.11
22,0.73
23,0.08
24,2.61
25,0.01
26,0.02
27,0.04
28,18.85
29,0.05
30,0.06
31,0.31
32,25.12
33,4.43
34,0.27
35,0.28
36,0.02
37,0.0
38,0.06
39,0.15
40,0.0
41,0.46
42,0.04
43,0.06
44,0.73
45,0.11
46,0.0
47,0.0
48,0.0
49,0.05
50,0.01
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.99
57,0.02
58,0.01
59,0.02
60,0.15
61,0.02
62,0.0
63,0.0
64,0.02
65,0.0
66,0.0
67,0.0
68,0.0
69,0.05
70,0.0
71,0.03
72,0.01
73,0.0
74,0.0
75,0.01
76,3.27
77,0.3
