dropArea,Percentage
1,0.46
2,0.54
3,1.7
4,0.15
5,0.08
6,2.71
7,0.46
8,2.01
9,0.0
10,0.08
11,0.0
12,0.39
13,0.15
14,0.39
15,0.62
16,0.23
17,0.08
18,0.08
19,0.31
20,0.15
21,0.08
22,1.32
23,2.63
24,1.01
25,6.04
26,3.25
27,3.17
28,13.7
29,3.25
30,0.39
31,1.32
32,2.17
33,1.16
34,2.4
35,0.7
36,0.62
37,1.86
38,0.77
39,2.17
40,0.31
41,0.85
42,1.08
43,2.4
44,1.78
45,0.15
46,1.24
47,0.08
48,0.15
49,1.78
50,0.54
51,0.77
52,0.08
53,0.85
54,1.16
55,0.23
56,0.54
57,0.15
58,0.85
59,0.7
60,0.46
61,0.23
62,0.0
63,0.46
64,0.15
65,0.31
66,0.54
67,0.23
68,3.1
69,4.1
70,1.63
71,0.46
72,0.15
73,1.39
74,0.0
75,0.62
76,0.23
77,2.01
78,9.6
