pickupArea,Percentage
1,0.74
2,0.9
3,1.8
4,0.64
5,0.37
6,1.27
7,1.17
8,15.36
9,0.05
10,0.16
11,0.05
12,0.0
13,0.26
14,0.21
15,0.16
16,0.26
17,0.26
18,0.05
19,0.16
20,0.05
21,0.21
22,0.26
23,0.53
24,0.64
25,0.85
26,0.42
27,0.37
28,10.22
29,1.22
30,0.26
31,0.21
32,9.64
33,5.3
34,0.48
35,6.83
36,2.6
37,0.16
38,4.13
39,2.44
40,0.58
41,3.65
42,1.75
43,4.71
44,2.28
45,0.32
46,2.65
47,0.05
48,1.01
49,0.53
50,0.05
51,0.42
52,0.26
53,0.53
54,0.16
55,0.0
56,1.27
57,0.05
58,0.21
59,0.0
60,0.9
61,0.85
62,0.05
63,0.0
64,0.11
65,0.21
66,0.16
67,0.32
68,0.26
69,0.69
70,0.32
71,0.74
72,0.11
73,1.22
74,0.0
75,0.42
76,1.91
77,0.53
