dropArea,Percentage
1,0.35
2,0.12
3,0.59
4,0.47
5,0.47
6,4.0
7,3.06
8,25.91
9,0.0
10,0.12
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.35
17,0.0
18,0.0
19,0.0
20,0.0
21,0.12
22,2.0
23,0.12
24,3.3
25,0.35
26,0.0
27,0.24
28,7.07
29,0.12
30,0.0
31,0.24
32,19.32
33,6.12
34,0.12
35,0.24
36,0.0
37,0.0
38,0.12
39,1.41
40,0.12
41,2.24
42,0.35
43,0.0
44,0.24
45,0.12
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.41
57,0.12
58,0.24
59,0.12
60,0.71
61,0.24
62,0.0
63,0.0
64,0.82
65,0.24
66,0.12
67,0.0
68,0.0
69,0.0
70,0.47
71,0.0
72,0.0
73,0.12
74,0.12
75,0.24
76,1.41
77,0.47
78,13.78
