pickupArea,Percentage
1,0.38
2,0.13
3,1.41
4,0.25
5,0.19
6,1.82
7,1.13
8,12.08
9,0.0
10,0.03
11,0.09
12,0.09
13,0.03
14,0.66
15,0.31
16,1.0
17,0.09
18,0.13
19,0.47
20,0.19
21,0.63
22,1.19
23,2.91
24,4.29
25,4.6
26,2.16
27,1.91
28,18.5
29,1.75
30,0.28
31,0.31
32,13.43
33,2.25
34,1.0
35,1.47
36,0.16
37,0.19
38,0.75
39,0.78
40,0.34
41,0.63
42,0.41
43,2.54
44,1.06
45,0.22
46,1.06
47,0.09
48,0.19
49,0.66
50,0.03
51,0.41
52,0.09
53,0.56
54,0.19
55,0.03
56,1.56
57,0.06
58,0.13
59,0.09
60,0.09
61,0.16
62,0.03
63,0.03
64,0.06
65,0.31
66,0.25
67,0.5
68,1.19
69,1.28
70,0.69
71,0.94
72,0.13
73,0.31
74,0.0
75,0.5
76,2.88
77,1.25
