pickupArea,Percentage
1,17.98
2,7.14
3,7.1
4,2.35
5,0.57
6,6.96
7,1.85
8,11.57
9,0.01
10,0.11
11,0.15
12,0.12
13,0.42
14,1.07
15,0.09
16,1.49
17,0.01
18,0.0
19,0.06
20,0.19
21,0.15
22,0.5
23,0.15
24,0.76
25,0.1
26,0.01
27,0.03
28,3.4
29,0.1
30,0.03
31,0.03
32,7.49
33,0.44
34,0.04
35,0.06
36,0.01
37,0.01
38,0.05
39,0.07
40,0.02
41,0.09
42,0.05
43,0.16
44,0.08
45,0.01
46,0.12
47,0.01
48,0.02
49,0.07
50,0.02
51,0.01
52,0.0
53,0.02
54,0.0
55,0.0
56,1.48
57,0.01
58,0.03
59,0.01
60,0.03
61,0.04
62,0.0
63,0.01
64,0.0
65,0.01
66,0.1
67,0.02
68,0.05
69,0.11
70,0.05
71,0.15
72,0.0
73,0.05
74,0.0
75,0.0
76,13.21
77,11.33
