pickupArea,Percentage
1,0.53
2,0.12
3,2.07
4,0.35
5,0.12
6,2.72
7,0.77
8,7.91
9,0.0
10,0.0
11,0.06
12,0.06
13,0.06
14,0.3
15,0.47
16,0.89
17,0.12
18,0.18
19,0.41
20,0.06
21,0.12
22,1.06
23,3.78
24,1.95
25,6.67
26,2.48
27,1.77
28,13.4
29,2.18
30,0.3
31,0.35
32,5.31
33,0.89
34,0.77
35,1.12
36,0.12
37,0.3
38,1.18
39,1.42
40,0.59
41,1.0
42,0.65
43,4.55
44,1.95
45,0.41
46,2.01
47,0.18
48,0.35
49,1.18
50,0.06
51,0.77
52,0.18
53,1.0
54,0.35
55,0.06
56,0.18
57,0.06
58,0.18
59,0.18
60,0.12
61,0.24
62,0.06
63,0.06
64,0.12
65,0.53
66,0.47
67,0.59
68,2.07
69,2.42
70,1.3
71,1.71
72,0.24
73,0.59
74,0.0
75,0.94
76,0.77
77,1.77
78,7.79
