pickupArea,Percentage
1,0.11
2,0.05
3,0.34
4,0.08
5,0.05
6,0.74
7,0.54
8,17.42
9,0.01
10,0.03
11,0.16
12,0.01
13,0.01
14,0.04
15,0.05
16,0.1
17,0.02
18,0.01
19,0.02
20,0.01
21,0.06
22,0.13
23,0.11
24,0.71
25,0.29
26,0.11
27,0.13
28,13.17
29,0.24
30,0.08
31,0.32
32,24.21
33,13.41
34,6.51
35,1.12
36,0.21
37,0.17
38,0.18
39,0.15
40,0.05
41,0.62
42,0.14
43,0.32
44,0.59
45,0.12
46,0.15
47,0.1
48,0.1
49,0.88
50,0.2
51,0.21
52,0.06
53,0.49
54,0.09
55,0.02
56,4.09
57,0.03
58,0.03
59,0.11
60,0.6
61,0.09
62,0.01
63,0.03
64,0.02
65,0.04
66,0.08
67,0.08
68,0.21
69,0.37
70,0.11
71,0.42
72,0.09
73,0.53
74,0.03
75,0.27
76,5.49
77,0.18
78,1.84
