pickupArea,Percentage
1,0.13
2,0.18
3,0.51
4,0.18
5,0.13
6,0.71
7,1.59
8,10.0
9,0.0
10,0.0
11,0.02
12,0.02
13,0.07
14,0.07
15,0.02
16,0.0
17,0.0
18,0.04
19,0.04
20,0.04
21,0.09
22,0.22
23,0.51
24,0.73
25,0.53
26,0.09
27,0.46
28,11.68
29,0.4
30,0.15
31,0.18
32,12.57
33,4.91
34,1.08
35,3.72
36,2.3
37,0.71
38,3.27
39,5.07
40,2.99
41,8.65
42,3.27
43,1.55
44,1.99
45,0.2
46,0.15
47,0.11
48,0.58
49,1.06
50,0.15
51,0.2
52,0.24
53,0.62
54,0.04
55,0.27
56,3.65
57,0.11
58,0.13
59,0.0
60,0.13
61,0.53
62,0.11
63,0.35
64,0.09
65,0.18
66,0.2
67,0.33
68,1.11
69,1.11
70,0.13
71,0.66
72,0.18
73,0.51
74,0.04
75,0.42
76,2.04
77,0.2
78,3.27
