dropArea,Percentage
1,2.32
2,0.41
3,1.27
4,0.19
5,0.06
6,2.76
7,1.02
8,6.22
9,0.0
10,0.22
11,0.11
12,0.03
13,0.11
14,0.11
15,0.08
16,0.3
17,0.08
18,0.0
19,0.03
20,0.0
21,0.25
22,0.66
23,1.96
24,1.19
25,2.27
26,0.8
27,2.74
28,14.76
29,1.11
30,0.61
31,2.38
32,10.58
33,4.37
34,3.68
35,0.99
36,0.39
37,1.71
38,0.61
39,0.53
40,0.5
41,1.3
42,0.61
43,0.75
44,3.37
45,0.06
46,0.14
47,0.69
48,0.3
49,1.13
50,0.75
51,0.64
52,0.06
53,0.88
54,0.58
55,0.22
56,0.3
57,0.03
58,0.08
59,0.28
60,0.25
61,1.46
62,0.0
63,0.08
64,0.36
65,0.19
66,0.83
67,0.75
68,1.55
69,3.04
70,1.46
71,4.14
72,0.44
73,1.44
74,0.11
75,0.8
76,1.6
77,1.93
