pickupArea,Percentage
1,1.99
2,0.5
3,1.0
4,0.25
5,0.25
6,1.99
7,0.5
8,17.16
9,0.0
10,0.12
11,0.12
12,0.0
13,0.0
14,0.25
15,0.25
16,0.5
17,0.25
18,0.12
19,0.5
20,0.37
21,0.62
22,0.5
23,1.87
24,1.99
25,3.86
26,1.37
27,0.12
28,11.07
29,3.61
30,2.86
31,1.87
32,11.07
33,1.24
34,0.87
35,0.62
36,0.25
37,0.0
38,0.75
39,0.25
40,0.0
41,0.5
42,0.12
43,0.25
44,0.25
45,0.0
46,0.0
47,0.0
48,0.0
49,0.87
50,0.0
51,0.0
52,0.0
53,0.25
54,0.12
55,0.12
56,5.6
57,1.37
58,4.35
59,3.48
60,0.25
61,1.0
62,0.37
63,0.5
64,0.75
65,0.75
66,1.0
67,0.62
68,0.25
69,0.0
70,2.11
71,0.37
72,0.12
73,0.0
74,0.12
75,0.25
76,3.11
77,0.25
