pickupArea,Percentage
1,0.23
2,0.4
3,0.23
4,0.93
5,0.33
6,2.03
7,1.3
8,8.48
9,1.55
10,1.83
11,4.5
12,0.23
13,0.23
14,0.78
15,0.48
16,0.7
17,0.35
18,0.18
19,0.2
20,0.05
21,0.23
22,0.3
23,0.05
24,0.83
25,0.23
26,0.0
27,0.0
28,2.85
29,0.0
30,0.08
31,0.05
32,5.8
33,0.28
34,0.05
35,0.0
36,0.03
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.03
44,0.03
45,0.03
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.03
52,0.0
53,0.03
54,0.03
55,0.0
56,0.33
57,0.0
58,0.03
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.03
65,0.0
66,0.0
67,0.0
68,0.0
69,0.03
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,58.96
77,0.23
78,4.55
