pickupArea,Percentage
1,0.18
2,0.51
3,1.26
4,0.67
5,0.5
6,3.44
7,0.6
8,7.06
9,0.15
10,2.5
11,7.6
12,0.39
13,0.13
14,1.19
15,4.51
16,2.84
17,6.25
18,0.44
19,1.39
20,0.14
21,0.89
22,1.08
23,0.18
24,1.48
25,0.98
26,0.04
27,0.13
28,6.76
29,0.09
30,0.04
31,0.0
32,4.52
33,0.33
34,0.03
35,0.03
36,0.0
37,0.05
38,1.41
39,0.01
40,0.11
41,0.11
42,0.03
43,0.25
44,0.04
45,0.0
46,0.04
47,0.0
48,0.01
49,0.01
50,0.01
51,0.05
52,0.0
53,0.01
54,0.0
55,0.0
56,1.02
57,0.0
58,0.01
59,0.03
60,0.0
61,0.01
62,0.0
63,0.0
64,0.04
65,0.01
66,0.0
67,0.03
68,0.04
69,0.04
70,0.0
71,0.04
72,0.0
73,0.04
74,0.0
75,0.0
76,32.25
77,0.99
78,5.02
