dropArea,Percentage
1,0.41
2,0.14
3,1.52
4,0.14
5,0.41
6,1.66
7,0.69
8,10.91
9,0.0
10,0.14
11,0.0
12,0.0
13,0.14
14,0.69
15,0.0
16,0.41
17,0.0
18,0.0
19,0.28
20,0.14
21,0.69
22,0.83
23,0.69
24,0.97
25,0.69
26,0.28
27,0.14
28,9.53
29,0.14
30,1.24
31,1.52
32,11.6
33,4.97
34,1.38
35,1.1
36,0.55
37,0.55
38,0.14
39,1.38
40,0.69
41,2.9
42,1.24
43,2.21
44,1.24
45,0.14
46,1.93
47,0.28
48,0.41
49,0.28
50,0.14
51,0.0
52,0.0
53,0.28
54,0.14
55,0.0
56,6.63
57,6.63
58,3.59
59,2.21
60,1.38
61,0.83
62,0.97
63,1.24
64,0.14
65,0.83
66,0.69
67,0.55
68,0.28
69,0.69
70,0.55
71,0.69
72,0.14
73,0.41
74,0.14
75,0.41
76,2.21
77,0.83
