pickupArea,Percentage
1,0.16
2,0.06
3,0.37
4,0.06
5,0.06
6,1.85
7,0.8
8,18.97
9,0.0
10,0.0
11,0.02
12,0.02
13,0.0
14,0.06
15,0.0
16,0.04
17,0.0
18,0.02
19,0.02
20,0.0
21,0.08
22,0.08
23,0.08
24,0.72
25,0.21
26,0.04
27,0.02
28,6.97
29,0.1
30,0.25
31,0.27
32,23.74
33,5.21
34,0.35
35,0.1
36,0.0
37,0.0
38,0.12
39,0.23
40,0.0
41,0.88
42,0.1
43,0.2
44,0.12
45,0.02
46,0.02
47,0.0
48,0.29
49,0.04
50,0.0
51,0.06
52,0.0
53,0.14
54,0.02
55,0.02
56,28.62
57,0.02
58,0.12
59,0.0
60,0.35
61,0.02
62,0.06
63,0.04
64,1.29
65,0.29
66,0.23
67,0.1
68,0.1
69,0.08
70,0.33
71,0.29
72,0.12
73,0.04
74,0.04
75,0.04
76,4.8
77,0.06
