pickupArea,Percentage
1,0.15
2,0.0
3,0.15
4,0.15
5,0.0
6,0.58
7,0.44
8,10.17
9,0.0
10,0.0
11,0.15
12,0.0
13,0.15
14,0.0
15,0.15
16,0.15
17,0.0
18,0.0
19,0.0
20,0.29
21,0.58
22,0.29
23,0.29
24,1.31
25,0.58
26,0.0
27,0.15
28,10.17
29,1.6
30,0.15
31,0.87
32,4.51
33,2.33
34,1.02
35,2.18
36,0.87
37,0.44
38,1.89
39,2.76
40,0.58
41,2.33
42,15.26
43,1.45
44,0.15
45,0.73
46,0.29
47,0.0
48,0.15
49,0.73
50,0.15
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,13.81
57,0.29
58,0.58
59,0.58
60,0.15
61,2.18
62,0.29
63,1.02
64,0.44
65,1.74
66,4.8
67,1.02
68,1.45
69,0.29
70,0.73
71,1.16
72,0.15
73,0.29
74,0.0
75,0.15
76,2.18
77,0.44
