pickupArea,Percentage
1,0.39
2,0.82
3,1.4
4,0.93
5,0.28
6,1.67
7,0.94
8,7.64
9,0.09
10,2.14
11,28.44
12,0.61
13,0.83
14,1.86
15,3.01
16,1.56
17,0.3
18,0.04
19,0.35
20,0.04
21,0.59
22,0.46
23,0.07
24,1.53
25,0.05
26,0.0
27,0.01
28,3.29
29,0.01
30,0.03
31,0.02
32,7.71
33,0.59
34,0.27
35,0.05
36,0.01
37,0.01
38,0.01
39,0.03
40,0.0
41,0.11
42,0.42
43,0.05
44,0.02
45,0.0
46,0.01
47,0.0
48,0.02
49,0.02
50,0.0
51,0.0
52,0.0
53,0.01
54,0.0
55,0.0
56,0.43
57,0.0
58,0.01
59,0.0
60,0.02
61,0.0
62,0.0
63,0.0
64,0.0
65,0.01
66,0.0
67,0.01
68,0.02
69,0.02
70,0.0
71,0.02
72,0.0
73,0.02
74,0.0
75,0.02
76,26.63
77,0.86
78,3.16
