dropArea,Percentage
1,0.12
2,0.08
3,0.8
4,0.23
5,0.39
6,3.68
7,5.39
8,34.88
9,0.01
10,0.07
11,0.03
12,0.01
13,0.02
14,0.14
15,0.08
16,0.21
17,0.01
18,0.0
19,0.03
20,0.02
21,0.24
22,1.01
23,0.08
24,4.05
25,0.03
26,0.01
27,0.04
28,11.42
29,0.02
30,0.04
31,0.19
32,27.63
33,2.85
34,0.17
35,0.12
36,0.03
37,0.01
38,0.05
39,0.11
40,0.01
41,0.28
42,0.04
43,0.03
44,0.01
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.75
57,0.01
58,0.01
59,0.02
60,0.09
61,0.03
62,0.01
63,0.01
64,0.05
65,0.01
66,0.01
67,0.0
68,0.01
69,0.01
70,0.0
71,0.0
72,0.02
73,0.0
74,0.0
75,0.0
76,2.91
77,0.5
78,0.9
