pickupArea,Percentage
1,0.28
2,0.0
3,0.99
4,0.0
5,0.0
6,0.28
7,0.57
8,5.82
9,0.0
10,0.0
11,0.0
12,0.0
13,0.14
14,0.14
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.14
21,0.14
22,0.85
23,0.28
24,0.71
25,0.99
26,1.13
27,0.14
28,11.35
29,0.85
30,0.43
31,0.99
32,10.5
33,3.12
34,5.39
35,1.28
36,1.42
37,0.85
38,5.96
39,8.51
40,1.7
41,10.07
42,1.56
43,0.99
44,0.99
45,0.28
46,1.84
47,0.0
48,1.42
49,0.85
50,1.99
51,0.0
52,0.0
53,0.14
54,0.0
55,0.0
56,4.11
57,0.0
58,0.43
59,0.28
60,0.0
61,0.28
62,0.14
63,0.14
64,0.14
65,0.28
66,0.57
67,3.12
68,1.13
69,0.43
70,0.14
71,0.85
72,0.14
73,0.71
74,0.0
75,0.0
76,1.56
77,0.43
