dropArea,Percentage
1,0.15
2,0.15
3,0.76
4,0.46
5,0.53
6,4.87
7,3.58
8,25.19
9,0.0
10,0.08
11,0.15
12,0.08
13,0.08
14,0.0
15,0.23
16,0.23
17,0.0
18,0.0
19,0.15
20,0.0
21,0.0
22,1.07
23,0.3
24,4.64
25,0.08
26,0.08
27,0.08
28,6.47
29,0.08
30,0.15
31,0.23
32,21.0
33,5.1
34,3.58
35,0.3
36,0.0
37,0.15
38,0.0
39,0.53
40,0.08
41,1.67
42,0.15
43,0.23
44,0.08
45,0.08
46,0.08
47,0.0
48,0.08
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.08
56,4.49
57,0.15
58,0.23
59,0.15
60,0.23
61,0.08
62,0.08
63,0.0
64,0.38
65,0.08
66,0.3
67,0.08
68,0.0
69,0.0
70,0.38
71,0.0
72,0.46
73,0.0
74,0.15
75,0.15
76,0.61
77,0.91
78,8.07
