pickupArea,Percentage
1,1.68
2,3.45
3,4.79
4,6.05
5,1.68
6,4.94
7,1.59
8,13.29
9,0.01
10,0.2
11,2.34
12,0.3
13,1.79
14,9.49
15,0.87
16,8.49
17,0.14
18,0.03
19,0.55
20,0.18
21,1.54
22,1.13
23,0.2
24,1.85
25,0.15
26,0.02
27,0.03
28,3.95
29,0.15
30,0.01
31,0.05
32,8.42
33,0.42
34,0.04
35,0.01
36,0.0
37,0.0
38,0.02
39,0.01
40,0.0
41,0.06
42,0.01
43,0.01
44,0.01
45,0.0
46,0.01
47,0.0
48,0.01
49,0.02
50,0.0
51,0.0
52,0.0
53,0.01
54,0.0
55,0.0
56,1.04
57,0.01
58,0.01
59,0.01
60,0.01
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.02
68,0.02
69,0.0
70,0.0
71,0.01
72,0.0
73,0.01
74,0.0
75,0.01
76,14.17
77,1.94
78,2.74
