pickupArea,Percentage
1,0.0
2,0.0
3,0.61
4,0.0
5,0.0
6,0.61
7,0.0
8,19.63
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.61
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.61
27,0.0
28,7.36
29,0.0
30,0.0
31,0.0
32,20.25
33,4.29
34,1.84
35,1.23
36,1.23
37,0.0
38,1.23
39,0.61
40,0.61
41,1.84
42,1.23
43,1.23
44,1.84
45,0.0
46,1.23
47,0.0
48,0.61
49,0.0
50,0.61
51,0.61
52,0.0
53,0.0
54,0.0
55,0.0
56,8.59
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.61
64,0.0
65,0.0
66,0.0
67,0.0
68,1.23
69,1.23
70,0.0
71,0.61
72,0.0
73,0.0
74,0.0
75,0.0
76,14.11
77,0.61
78,3.07
