pickupArea,Percentage
1,0.47
2,0.7
3,1.06
4,0.63
5,0.18
6,2.05
7,2.06
8,13.42
9,0.04
10,0.18
11,1.37
12,0.16
13,0.14
14,1.45
15,1.14
16,0.89
17,0.65
18,0.44
19,1.34
20,0.51
21,0.5
22,1.58
23,1.8
24,4.18
25,4.98
26,0.7
27,0.91
28,15.04
29,0.61
30,0.23
31,0.3
32,10.94
33,1.95
34,0.34
35,0.56
36,0.13
37,0.09
38,0.44
39,0.33
40,0.2
41,0.62
42,0.38
43,0.93
44,0.67
45,0.16
46,0.57
47,0.03
48,0.22
49,0.89
50,0.07
51,0.13
52,0.03
53,0.34
54,0.05
55,0.0
56,2.95
57,0.03
58,0.07
59,0.03
60,0.04
61,0.1
62,0.03
63,0.1
64,0.02
65,0.08
66,0.25
67,0.27
68,0.37
69,0.52
70,0.3
71,0.58
72,0.17
73,0.27
74,0.01
75,0.16
76,7.63
77,0.53
78,5.7
