pickupArea,Percentage
1,0.0
2,0.0
3,0.36
4,0.0
5,0.0
6,1.07
7,1.42
8,16.37
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.71
16,0.36
17,0.0
18,0.36
19,0.36
20,0.0
21,0.0
22,0.0
23,0.0
24,1.42
25,0.71
26,0.0
27,0.36
28,8.54
29,1.42
30,0.71
31,0.0
32,19.93
33,2.14
34,2.14
35,1.07
36,1.42
37,0.0
38,0.36
39,0.71
40,0.71
41,2.14
42,1.07
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.36
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,13.88
57,1.07
58,1.07
59,0.71
60,0.71
61,0.36
62,2.14
63,0.71
64,0.36
65,1.42
66,1.07
67,0.71
68,0.0
69,0.71
70,0.71
71,1.78
72,0.0
73,0.0
74,0.0
75,0.0
76,4.27
77,0.0
78,2.14
