pickupArea,Percentage
1,0.18
2,0.0
3,0.18
4,0.0
5,0.0
6,0.71
7,0.0
8,3.73
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.18
23,0.0
24,0.0
25,0.18
26,0.0
27,0.0
28,5.68
29,0.18
30,0.0
31,0.0
32,8.53
33,4.09
34,0.18
35,13.32
36,0.89
37,0.36
38,2.13
39,6.22
40,1.42
41,16.87
42,6.39
43,13.5
44,1.6
45,1.07
46,0.71
47,0.0
48,1.07
49,0.53
50,0.36
51,0.71
52,0.0
53,0.0
54,0.0
55,0.0
56,2.13
57,0.0
58,0.0
59,0.0
60,0.18
61,0.71
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.53
69,1.24
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.18
76,2.13
77,0.0
78,1.95
