dropArea,Percentage
1,4.46
2,5.07
3,2.76
4,1.87
5,0.57
6,2.23
7,1.87
8,5.44
9,0.08
10,0.45
11,0.41
12,0.32
13,2.56
14,2.76
15,4.42
16,4.14
17,0.45
18,0.24
19,7.14
20,4.18
21,3.57
22,8.36
23,4.34
24,3.69
25,2.96
26,0.24
27,0.41
28,12.26
29,0.49
30,0.37
31,0.41
32,2.64
33,0.37
34,0.12
35,0.41
36,0.04
37,0.24
38,0.08
39,0.04
40,0.08
41,0.08
42,0.08
43,0.0
44,0.2
45,0.0
46,0.08
47,0.0
48,0.0
49,0.08
50,0.0
51,0.04
52,0.0
53,0.0
54,0.0
55,0.0
56,0.65
57,0.12
58,0.24
59,0.08
60,0.04
61,0.04
62,0.0
63,0.12
64,0.0
65,0.32
66,0.08
67,0.28
68,0.45
69,0.2
70,0.0
71,0.0
72,0.04
73,0.28
74,0.04
75,0.77
76,2.39
77,0.73
