dropArea,Percentage
1,0.39
2,0.43
3,0.32
4,0.04
5,0.04
6,0.61
7,1.33
8,12.72
9,0.0
10,0.21
11,0.21
12,0.0
13,0.0
14,0.07
15,0.07
16,0.07
17,0.04
18,0.0
19,0.04
20,0.0
21,0.07
22,0.21
23,1.33
24,0.82
25,1.11
26,0.21
27,1.04
28,9.75
29,0.61
30,1.58
31,1.5
32,8.49
33,5.34
34,1.25
35,2.29
36,0.82
37,0.47
38,1.4
39,1.93
40,0.93
41,3.37
42,2.11
43,3.73
44,4.66
45,2.33
46,2.58
47,0.32
48,3.22
49,1.72
50,0.86
51,2.47
52,0.07
53,0.64
54,0.11
55,0.11
56,0.75
57,0.04
58,0.0
59,0.04
60,0.75
61,0.11
62,0.11
63,0.04
64,0.54
65,0.11
66,0.25
67,0.72
68,0.97
69,2.22
70,0.47
71,1.04
72,0.29
73,2.15
74,0.11
75,0.75
76,2.11
77,0.39
