dropArea,Percentage
1,0.0
2,0.0
3,0.29
4,0.0
5,0.0
6,0.29
7,0.0
8,4.62
9,0.0
10,0.29
11,0.0
12,0.0
13,0.0
14,0.0
15,0.58
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.29
23,0.0
24,0.87
25,0.29
26,0.0
27,1.16
28,14.74
29,1.73
30,1.45
31,2.02
32,2.02
33,1.45
34,2.6
35,0.0
36,0.0
37,2.02
38,0.87
39,0.58
40,0.58
41,0.58
42,3.47
43,0.0
44,3.18
45,0.87
46,0.87
47,0.58
48,0.58
49,3.47
50,0.29
51,1.16
52,0.0
53,1.45
54,0.0
55,0.0
56,1.45
57,0.0
58,0.87
59,0.29
60,0.29
61,1.73
62,0.29
63,0.87
64,0.58
65,0.58
66,0.58
67,0.0
68,0.87
69,4.05
70,2.89
71,1.45
72,4.34
73,2.31
74,4.62
75,14.16
76,2.31
77,0.29
