pickupArea,Percentage
1,0.23
2,0.2
3,0.55
4,0.2
5,0.52
6,7.12
7,2.16
8,21.62
9,0.0
10,0.06
11,0.09
12,0.0
13,0.0
14,0.55
15,0.23
16,1.27
17,0.0
18,0.0
19,0.14
20,0.0
21,0.92
22,1.79
23,0.12
24,2.83
25,0.06
26,0.0
27,0.06
28,8.88
29,0.0
30,0.0
31,0.06
32,19.57
33,1.41
34,0.12
35,0.0
36,0.0
37,0.0
38,0.06
39,0.0
40,0.0
41,0.09
42,0.0
43,0.06
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,4.93
57,0.0
58,0.0
59,0.0
60,0.06
61,0.06
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,23.78
77,0.23
