pickupArea,Percentage
1,4.95
2,3.14
3,8.8
4,2.3
5,0.45
6,10.42
7,2.21
8,15.54
9,0.01
10,0.08
11,0.26
12,0.11
13,0.44
14,0.49
15,0.08
16,0.35
17,0.02
18,0.01
19,0.03
20,0.02
21,0.1
22,0.24
23,0.05
24,0.61
25,0.03
26,0.02
27,0.02
28,3.5
29,0.02
30,0.01
31,0.02
32,12.28
33,0.57
34,0.03
35,0.07
36,0.01
37,0.0
38,0.05
39,0.09
40,0.01
41,0.11
42,0.05
43,0.05
44,0.05
45,0.01
46,0.04
47,0.01
48,0.01
49,0.04
50,0.02
51,0.01
52,0.0
53,0.01
54,0.0
55,0.0
56,1.67
57,0.01
58,0.01
59,0.01
60,0.01
61,0.02
62,0.01
63,0.01
64,0.01
65,0.01
66,0.02
67,0.04
68,0.02
69,0.04
70,0.02
71,0.06
72,0.01
73,0.04
74,0.0
75,0.02
76,13.26
77,16.89
