pickupArea,Percentage
1,0.37
2,0.0
3,0.37
4,0.0
5,0.37
6,1.12
7,0.37
8,11.19
9,0.0
10,0.0
11,0.37
12,0.0
13,0.0
14,0.37
15,0.0
16,0.75
17,0.0
18,0.0
19,0.37
20,0.37
21,2.24
22,1.12
23,0.75
24,2.24
25,0.75
26,0.75
27,1.12
28,13.43
29,2.99
30,8.21
31,5.97
32,15.67
33,2.99
34,1.12
35,0.37
36,0.0
37,0.0
38,0.37
39,0.0
40,0.0
41,0.37
42,0.37
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.75
52,0.0
53,0.0
54,0.0
55,0.0
56,8.21
57,1.12
58,1.87
59,1.12
60,0.75
61,0.37
62,0.75
63,0.37
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.37
75,0.0
76,4.48
77,0.37
78,2.61
