pickupArea,Percentage
1,2.16
2,1.1
3,15.46
4,2.07
5,0.68
6,17.5
7,2.71
8,17.67
9,0.0
10,0.04
11,0.26
12,0.04
13,0.23
14,0.7
15,0.14
16,0.67
17,0.03
18,0.01
19,0.06
20,0.04
21,0.25
22,0.39
23,0.05
24,0.74
25,0.07
26,0.02
27,0.06
28,3.74
29,0.03
30,0.03
31,0.04
32,12.7
33,0.63
34,0.04
35,0.05
36,0.02
37,0.02
38,0.04
39,0.06
40,0.01
41,0.1
42,0.08
43,0.07
44,0.04
45,0.02
46,0.03
47,0.0
48,0.01
49,0.1
50,0.0
51,0.01
52,0.0
53,0.02
54,0.01
55,0.0
56,1.58
57,0.01
58,0.0
59,0.01
60,0.02
61,0.02
62,0.0
63,0.0
64,0.02
65,0.0
66,0.02
67,0.02
68,0.03
69,0.05
70,0.01
71,0.04
72,0.0
73,0.02
74,0.0
75,0.01
76,10.45
77,6.67
