pickupArea,Percentage
1,0.62
2,1.06
3,1.28
4,0.74
5,0.97
6,6.48
7,3.39
8,11.05
9,0.06
10,0.62
11,5.11
12,0.22
13,0.27
14,3.66
15,5.22
16,4.68
17,0.85
18,0.66
19,6.73
20,1.47
21,4.1
22,6.1
23,1.5
24,3.29
25,1.05
26,0.05
27,0.28
28,5.09
29,0.12
30,0.09
31,0.14
32,6.93
33,0.51
34,0.13
35,0.13
36,0.01
37,0.0
38,0.06
39,0.03
40,0.01
41,0.08
42,0.01
43,0.04
44,0.07
45,0.03
46,0.06
47,0.01
48,0.01
49,0.04
50,0.0
51,0.05
52,0.0
53,0.01
54,0.0
55,0.0
56,1.69
57,0.02
58,0.03
59,0.04
60,0.02
61,0.08
62,0.02
63,0.01
64,0.04
65,0.0
66,0.02
67,0.03
68,0.01
69,0.07
70,0.03
71,0.01
72,0.04
73,0.01
74,0.0
75,0.01
76,12.01
77,0.71
