pickupArea,Percentage
1,1.7
2,0.48
3,2.46
4,0.26
5,0.05
6,1.84
7,1.74
8,13.05
9,0.0
10,0.12
11,0.0
12,0.02
13,0.12
14,0.19
15,0.07
16,0.1
17,0.24
18,0.17
19,0.07
20,0.02
21,0.12
22,0.79
23,1.17
24,0.74
25,1.1
26,0.33
27,1.22
28,11.62
29,1.65
30,0.17
31,0.55
32,7.84
33,3.92
34,0.57
35,1.48
36,0.84
37,0.05
38,1.63
39,1.74
40,0.55
41,5.74
42,3.63
43,3.7
44,2.44
45,0.5
46,1.6
47,0.14
48,1.0
49,1.58
50,0.19
51,0.41
52,0.33
53,0.48
54,0.12
55,0.1
56,1.0
57,0.17
58,0.02
59,0.02
60,0.86
61,0.29
62,0.05
63,0.05
64,0.0
65,0.05
66,0.1
67,0.14
68,0.55
69,0.86
70,0.53
71,0.53
72,0.07
73,0.48
74,0.26
75,0.72
76,1.41
77,0.79
78,8.32
