pickupArea,Percentage
1,1.43
2,0.81
3,11.24
4,1.52
5,0.56
6,18.31
7,3.04
8,21.74
9,0.0
10,0.01
11,0.03
12,0.01
13,0.08
14,0.29
15,0.04
16,0.22
17,0.0
18,0.0
19,0.02
20,0.01
21,0.12
22,0.32
23,0.0
24,0.73
25,0.01
26,0.0
27,0.0
28,3.28
29,0.02
30,0.01
31,0.0
32,16.07
33,0.56
34,0.02
35,0.02
36,0.0
37,0.0
38,0.0
39,0.02
40,0.0
41,0.02
42,0.01
43,0.01
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.01
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.4
57,0.0
58,0.0
59,0.01
60,0.01
61,0.0
62,0.0
63,0.0
64,0.01
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,11.26
77,6.77
