dropArea,Percentage
1,0.29
2,0.28
3,0.59
4,0.02
5,0.03
6,0.73
7,0.67
8,4.77
9,0.0
10,0.06
11,0.02
12,0.0
13,0.17
14,0.08
15,0.04
16,0.27
17,1.15
18,0.0
19,0.07
20,0.02
21,0.11
22,0.29
23,0.31
24,0.38
25,0.65
26,0.25
27,0.27
28,9.42
29,0.17
30,0.3
31,0.39
32,6.8
33,4.93
34,0.64
35,8.94
36,2.29
37,0.88
38,9.88
39,4.91
40,1.52
41,6.42
42,3.62
43,1.56
44,1.74
45,0.38
46,0.77
47,0.16
48,0.75
49,1.31
50,0.47
51,0.21
52,0.05
53,0.62
54,0.14
55,0.03
56,1.55
57,0.05
58,0.13
59,0.14
60,0.36
61,1.37
62,0.04
63,0.14
64,0.06
65,0.21
66,0.35
67,1.07
68,1.27
69,2.08
70,1.13
71,0.93
72,0.31
73,1.63
74,0.02
75,0.67
76,1.01
77,0.56
78,4.08
