dropArea,Percentage
1,0.36
2,1.21
3,1.83
4,2.0
5,0.3
6,1.48
7,0.67
8,3.55
9,0.78
10,8.8
11,29.87
12,2.79
13,1.62
14,3.74
15,12.74
16,3.03
17,2.61
18,0.25
19,2.64
20,0.09
21,0.89
22,0.49
23,0.23
24,1.35
25,0.85
26,0.01
27,0.03
28,2.97
29,0.03
30,0.03
31,0.04
32,3.07
33,0.29
34,0.24
35,0.04
36,0.01
37,0.02
38,0.02
39,0.03
40,0.0
41,0.07
42,0.04
43,0.02
44,0.01
45,0.0
46,0.01
47,0.0
48,0.0
49,0.01
50,0.0
51,0.01
52,0.0
53,0.0
54,0.0
55,0.01
56,0.26
57,0.01
58,0.01
59,0.01
60,0.03
61,0.03
62,0.0
63,0.0
64,0.0
65,0.0
66,0.01
67,0.02
68,0.01
69,0.03
70,0.0
71,0.02
72,0.0
73,0.0
74,0.0
75,0.01
76,6.99
77,1.35
