dropArea,Percentage
1,0.77
2,1.16
3,1.93
4,4.25
5,0.39
6,4.63
7,0.39
8,7.72
9,0.39
10,9.65
11,6.95
12,1.54
13,1.54
14,4.63
15,8.11
16,1.93
17,1.93
18,0.0
19,1.54
20,0.0
21,1.16
22,1.16
23,0.39
24,1.16
25,0.39
26,0.0
27,0.0
28,1.93
29,0.0
30,0.0
31,0.39
32,3.47
33,0.39
34,0.0
35,0.0
36,0.39
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.39
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.93
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,25.87
77,1.54
