pickupArea,Percentage
1,0.0
2,0.0
3,0.82
4,0.0
5,0.0
6,3.01
7,1.1
8,16.44
9,0.0
10,0.27
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.55
17,0.0
18,0.0
19,0.0
20,0.27
21,0.55
22,0.55
23,0.0
24,1.37
25,0.27
26,0.0
27,0.0
28,5.21
29,0.27
30,0.0
31,0.0
32,20.82
33,11.51
34,0.27
35,2.74
36,1.64
37,0.0
38,1.1
39,1.92
40,0.27
41,6.3
42,1.92
43,3.56
44,1.1
45,1.1
46,4.93
47,0.27
48,1.37
49,0.55
50,0.0
51,0.27
52,0.27
53,0.27
54,0.0
55,0.27
56,1.1
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.27
67,0.27
68,0.27
69,0.55
70,0.0
71,1.64
72,0.0
73,0.27
74,0.0
75,0.0
76,1.37
77,1.1
