pickupArea,Percentage
1,0.11
2,0.05
3,0.35
4,0.09
5,0.05
6,0.75
7,0.55
8,17.75
9,0.01
10,0.03
11,0.17
12,0.01
13,0.01
14,0.04
15,0.05
16,0.1
17,0.02
18,0.01
19,0.02
20,0.01
21,0.06
22,0.14
23,0.11
24,0.72
25,0.3
26,0.12
27,0.13
28,13.41
29,0.25
30,0.08
31,0.33
32,24.67
33,13.67
34,6.63
35,1.14
36,0.21
37,0.17
38,0.18
39,0.15
40,0.05
41,0.63
42,0.14
43,0.33
44,0.6
45,0.12
46,0.15
47,0.1
48,0.1
49,0.89
50,0.2
51,0.21
52,0.06
53,0.5
54,0.09
55,0.02
56,4.17
57,0.03
58,0.03
59,0.11
60,0.61
61,0.09
62,0.01
63,0.03
64,0.02
65,0.04
66,0.08
67,0.08
68,0.21
69,0.38
70,0.11
71,0.43
72,0.09
73,0.54
74,0.03
75,0.27
76,5.59
77,0.18
