pickupArea,Percentage
1,0.56
2,1.2
3,1.66
4,1.01
5,0.3
6,2.9
7,1.67
8,8.96
9,0.06
10,0.28
11,0.87
12,0.15
13,0.21
14,2.29
15,1.24
16,0.62
17,1.08
18,0.56
19,1.35
20,0.73
21,0.59
22,1.83
23,1.87
24,4.16
25,5.95
26,1.1
27,1.13
28,13.63
29,0.73
30,0.24
31,0.27
32,7.54
33,2.35
34,0.51
35,0.83
36,0.18
37,0.08
38,0.7
39,0.63
40,0.32
41,0.58
42,0.65
43,1.74
44,1.25
45,0.3
46,1.06
47,0.03
48,0.44
49,1.77
50,0.14
51,0.27
52,0.07
53,0.69
54,0.07
55,0.0
56,0.55
57,0.03
58,0.13
59,0.04
60,0.06
61,0.13
62,0.01
63,0.18
64,0.03
65,0.14
66,0.48
67,0.46
68,0.7
69,1.0
70,0.6
71,1.15
72,0.34
73,0.52
74,0.01
75,0.31
76,1.96
77,0.65
78,9.1
